award_piid,pe_bli,adjudicated_confidence,award_verdict,pair_reason,basis,evidence,note,refuter_lenses_passed
HR001119C0054,0602303E,medium,darpa_unpinned,unpinned-pool,,,"DARPA swarm-inference seedling (counter-swarm, OFFSET-adjacent). 'Swarm' absent from all 24 PE narratives; no specific project-title match.",
HR001119C0054,0605898E,medium,darpa_unpinned,unpinned-pool,,,"DARPA swarm-inference seedling (counter-swarm, OFFSET-adjacent). 'Swarm' absent from all 24 PE narratives; no specific project-title match.",
HR001119C0054,0603468E,medium,darpa_unpinned,unpinned-pool,,,"DARPA swarm-inference seedling (counter-swarm, OFFSET-adjacent). 'Swarm' absent from all 24 PE narratives; no specific project-title match.",
HR001119C0054,0603739E,medium,darpa_unpinned,unpinned-pool,,,"DARPA swarm-inference seedling (counter-swarm, OFFSET-adjacent). 'Swarm' absent from all 24 PE narratives; no specific project-title match.",
HR001119C0056,0602024E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603739E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0605502E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603760E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602026E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602303E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603766E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603287E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0601101E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603469E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602023E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603767E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603468E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603286E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0603467E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602716E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602702E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0605898E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602715E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0601122E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602115E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0602025E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0605001E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0056,0601117E,medium,darpa_unpinned,unpinned-pool,,,"Names DARPA SHRIMP (same text as HR001119C0052). SHRIMP absent from corpus; micro-titled projects span 4 PEs, no unique pin.",
HR001119C0058,0603468E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602702E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602715E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603286E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0601122E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603469E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602026E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0605502E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602115E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602303E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0605898E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603739E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602025E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603767E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603467E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0601101E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603766E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0601117E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602023E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602024E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603287E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0602716E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0605001E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0058,0603760E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA OFFSET Sprint 3. OFFSET/'swarm-enabled' absent from all 24 PE narratives; no specific project-title match.,
HR001119C0059,0602716E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0605001E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602024E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602025E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0605502E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603286E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603469E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602715E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602303E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603467E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603739E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0601117E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603287E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603766E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603767E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0601101E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603760E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0603468E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602702E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0605898E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0601122E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602115E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602023E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0059,0602026E,medium,darpa_unpinned,unpinned-pool,,,DARPA transition research on heterogeneous data silos / info graphs. No program name; subject matches only generic info-tech project titles.,
HR001119C0060,0603760E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602715E,high,pinned,pinned-here,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,2
HR001119C0060,0603469E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0601117E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0605502E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602023E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0601122E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602702E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0603468E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602026E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0603287E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602716E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0603467E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0603739E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0601101E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602024E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602115E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0603767E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602303E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0605001E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0605898E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0603286E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0602025E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0060,0603766E,low,pinned,pinned-elsewhere:0602715E,narrative-grep,"0602715E.json narrative: 'The Preemptive Expression of Protective Alleles and Response Elements (PREPARE) program is creating a transient, near immediate prophylaxis...'",Contract names PREPARE; PE 0602715E (Materials and Biological Technology) narrative names the same program. Only PE with the hit.,
HR001119C0061,0603767E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0605001E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602716E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0601122E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603467E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0601101E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602025E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603286E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602702E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602303E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0601117E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602026E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602715E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0605502E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602024E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0605898E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603287E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603766E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602115E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603469E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603739E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603468E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0602023E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0061,0603760E,medium,darpa_unpinned,unpinned-pool,,,"Health club membership services bought by DARPA's own office (HR0011). Agency support service, not R&D; no evidence for any specific PE (Mission Support would be a guess).",
HR001119C0062,0605502E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0605001E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0603760E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0603767E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0602115E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0602303E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0603469E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0602716E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0603739E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0603286E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0603468E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0602024E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
HR001119C0062,0601122E,medium,darpa_unpinned,unpinned-pool,,,Names DARPA CONCERTO (converged RF). CONCERTO/'converged' absent from all 24 PE narratives; RF/sensor project titles are generic.,
